As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score
29/10/2021,5,10,-,Hypnotic,Movie,Yes,"Oct 27, 2021",2,7
31/10/2021,2,6,-,Army of Thieves,Movie,Yes,"Oct 29, 2021",2,14
01/11/2021,10,10,-,Colin in Black & White,TV Show,Yes,"Oct 29, 2021",2,2
03/11/2021,5,8,-,21 Jump Street,Movie,,"Nov 1, 2021",2,9
04/11/2021,10,9,-,Replicas,Movie,,"Nov 1, 2021",2,3
05/11/2021,1,1,-,The Harder They Fall,Movie,Yes,"Nov 3, 2021",2,20
06/11/2021,9,9,-,Catching Killers,TV Show,Yes,"Nov 4, 2021",2,4
07/11/2021,2,2,-,Love Hard,Movie,Yes,"Nov 5, 2021",2,18
07/11/2021,5,7,-,Narcos: Mexico,TV Show,Yes,"Nov 16, 2018",2,10
12/11/2021,9,10,-,The Thundermans,TV Show,,"Nov 1, 2021",2,3
13/11/2021,10,7,-,Passing,Movie,Yes,"Nov 10, 2021",2,5
14/11/2021,1,1,-,Red Notice,Movie,Yes,"Nov 12, 2021",2,20
14/11/2021,5,-,-,Arcane,TV Show,Yes,"Nov 6, 2021",2,8
15/11/2021,6,10,-,Animal,TV Show,Yes,"Nov 10, 2021",2,6
19/11/2021,3,-,-,The Princess Switch 3: Roma…,Movie,Yes,"Nov 18, 2021",2,15
19/11/2021,4,6,-,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",2,12
19/11/2021,9,-,-,American Pie: Reunion,Movie,,"Nov 16, 2021",2,9
21/11/2021,3,3,-,Cowboy Bebop,TV Show,Yes,"Nov 19, 2021",2,16
21/11/2021,4,4,-,Hellbound,TV Show,Yes,"Nov 19, 2021",2,14
24/11/2021,6,7,-,Here Comes the Boom,Movie,,"Nov 20, 2021",2,9
26/11/2021,1,1,-,True Story,TV Show,Yes,"Nov 24, 2021",2,20
26/11/2021,2,2,-,Bruised,Movie,Yes,"Nov 24, 2021",2,18
26/11/2021,6,9,-,A Boy Called Christmas,Movie,Yes,"Nov 24, 2021",2,7
28/11/2021,6,5,-,A Castle for Christmas,Movie,Yes,"Nov 26, 2021",2,11
29/11/2021,10,10,-,School of Chocolate,TV Show,Yes,"Nov 26, 2021",2,2
03/12/2021,1,1,-,Lost in Space,TV Show,Yes,"Apr 13, 2018",2,20
03/12/2021,3,3,-,The Power of the Dog,Movie,Yes,"Dec 1, 2021",2,16
03/12/2021,6,7,-,Life,Movie,,"Dec 1, 2021",2,9
04/12/2021,10,7,-,Single all the Way,Movie,Yes,"Dec 2, 2021",2,5
09/12/2021,8,10,-,Ink Master,TV Show,,"Sep 15, 2014",2,4
10/12/2021,7,7,-,Law Abiding Citizen,Movie,,"Dec 16, 2018",2,8
11/12/2021,5,4,-,Peter Rabbit 2,Movie,,"Dec 9, 2021",2,13
12/12/2021,1,1,-,The Unforgivable,Movie,Yes,"Dec 10, 2021",2,20
12/12/2021,4,8,-,Back to the Outback,Movie,Yes,"Dec 10, 2021",2,10
13/12/2021,2,2,-,The Shack,Movie,,"Dec 10, 2021",2,18
14/12/2021,6,10,-,The Witcher,TV Show,Yes,"Dec 20, 2019",2,6
14/12/2021,10,9,-,Twentysomethings: Austin,TV Show,Yes,"Dec 10, 2021",2,3
17/12/2021,3,3,-,Selling Tampa,TV Show,Yes,"Dec 15, 2021",2,16
18/12/2021,4,2,-,A California Christmas: Cit…,Movie,Yes,"Dec 16, 2021",2,16
26/12/2021,1,1,-,Donât Look Up,Movie,Yes,"Dec 24, 2021",2,20
27/12/2021,4,6,-,The Silent Sea,TV Show,Yes,"Dec 24, 2021",2,12
27/12/2021,7,10,-,Daughter From Another Mother,TV Show,Yes,"Jan 20, 2021",2,5
27/12/2021,10,-,-,WWII in Color: Road to Victory,TV Show,Yes,"Dec 22, 2021",2,4
29/12/2021,7,7,-,Death to 2021,Movie,Yes,"Dec 27, 2021",2,8
31/12/2021,4,4,-,Crime Scene: The Times Squa…,TV Show,Yes,"Dec 29, 2021",2,14
02/01/2022,3,4,-,The Lost Daughter,Movie,Yes,"Dec 31, 2021",2,15
02/01/2022,6,7,-,Stay Close,TV Show,Yes,"Dec 31, 2021",2,9
03/01/2022,7,8,-,Journey 2: The Mysterious I…,Movie,,"Jan 1, 2022",2,7
06/01/2022,7,9,-,The Longest Yard,Movie,,"Apr 1, 2015",2,6
09/01/2022,5,5,-,Hype House,TV Show,Yes,"Jan 7, 2022",2,12
13/01/2022,4,4,-,The Colony,Movie,,"Jan 11, 2022",2,14
14/01/2022,1,1,-,Cheer,TV Show,Yes,"Jan 8, 2020",2,20
15/01/2022,2,2,-,Brazen,Movie,Yes,"Jan 13, 2022",2,18
16/01/2022,3,4,-,Archive 81,TV Show,Yes,"Jan 14, 2022",2,15
19/01/2022,3,3,-,After We Fell,Movie,,"Jan 17, 2022",2,16
20/01/2022,8,7,-,The Puppet Master: Hunting …,TV Show,Yes,"Jan 18, 2022",2,7
22/01/2022,4,3,-,The Royal Treatment,Movie,Yes,"Jan 20, 2022",2,15
22/01/2022,7,8,-,Annabelle: Creation,Movie,,"Jan 20, 2022",2,7
24/01/2022,8,10,-,That Girl Lay Lay,TV Show,,"Jan 21, 2022",2,4
26/01/2022,8,10,-,Munich: The Edge of War,Movie,Yes,"Jan 21, 2022",2,4
29/01/2022,9,8,-,I Am Georgina,TV Show,Yes,"Jan 27, 2022",2,5
30/01/2022,1,2,-,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",2,19
30/01/2022,3,3,-,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",2,16
30/01/2022,4,4,-,Home Team,Movie,Yes,"Jan 28, 2022",2,14
30/01/2022,5,5,-,In From the Cold,TV Show,Yes,"Jan 28, 2022",2,12
01/02/2022,8,10,-,Feria: The Darkest Light,TV Show,Yes,"Jan 28, 2022",2,4
02/02/2022,9,10,-,Can You Keep a Secret?,Movie,,"Jan 31, 2022",2,3
03/02/2022,1,3,-,Raising Dion,TV Show,Yes,"Oct 4, 2019",2,18
03/02/2022,6,8,-,Despicable Me 2,Movie,,"Feb 1, 2022",2,8
03/02/2022,9,7,-,Transformers: Revenge of th…,Movie,,"Feb 1, 2022",2,6
04/02/2022,5,7,-,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",2,10
06/02/2022,10,10,-,Murderville,TV Show,Yes,"Feb 3, 2022",2,2
13/02/2022,1,1,-,Inventing Anna,TV Show,Yes,"Feb 11, 2022",2,20
13/02/2022,4,4,-,Tall Girl 2,Movie,Yes,"Feb 11, 2022",2,14
17/02/2022,8,10,-,St. Vincent,Movie,,"Aug 10, 2016",2,4
18/02/2022,4,4,-,jeen-yuhs: A Kanye Trilogy,TV Show,Yes,"Feb 16, 2022",2,14
18/02/2022,9,7,-,Blackhat,Movie,,"Feb 16, 2022",2,6
20/02/2022,3,3,-,Texas Chainsaw Massacre,Movie,Yes,"Feb 18, 2022",2,16
20/02/2022,5,5,-,The Cuphead Show,TV Show,Yes,"Feb 18, 2022",2,12
27/02/2022,1,1,-,Tyler Perryâs A Madea Homec…,Movie,Yes,"Feb 25, 2022",2,20
27/02/2022,2,4,-,Vikings: Valhalla,TV Show,Yes,"Feb 25, 2022",2,16
28/02/2022,5,6,-,Restless,Movie,Yes,"Feb 25, 2022",2,11
03/03/2022,1,2,-,Worst Roommate Ever,TV Show,Yes,"Mar 1, 2022",2,19
03/03/2022,7,6,-,Shrek 2,Movie,,"Mar 1, 2022",2,9
03/03/2022,8,8,-,Just Like Heaven,Movie,,"Mar 1, 2022",2,6
03/03/2022,10,7,-,Battleship,Movie,,"Mar 1, 2022",2,5
04/03/2022,9,9,-,Against the Ice,Movie,Yes,"Mar 2, 2022",2,4
05/03/2022,6,4,-,The Weekend Away,Movie,Yes,"Mar 3, 2022",2,12
06/03/2022,1,2,-,Pieces of Her,TV Show,Yes,"Mar 4, 2022",2,19
06/03/2022,9,10,-,Shrek,Movie,,"May 1, 2018",2,3
10/03/2022,8,10,-,Shooter,Movie,,"Aug 1, 2014",2,4
02/04/2020,4,-,-,Nailed It!,TV Show,Yes,"Mar 9, 2018",1,7
02/04/2020,5,-,-,How to Fix a Drug Scandal,TV Show,Yes,"Apr 1, 2020",1,6
02/04/2020,7,-,-,The Roommate,Movie,,"Apr 1, 2020",1,4
03/04/2020,8,-,-,The Players Club,Movie,,"Apr 1, 2020",1,3
03/04/2020,9,-,-,Salt,Movie,,"Apr 1, 2020",1,2
04/04/2020,3,-,-,Money Heist,TV Show,Yes,"Dec 20, 2017",1,8
04/04/2020,5,-,-,Coffee & Kareem,Movie,Yes,"Apr 3, 2020",1,6
05/04/2020,9,-,-,Angel Has Fallen,Movie,,"Apr 4, 2020",1,2
06/04/2020,10,-,-,The Hangover,Movie,,"Jul 1, 2019",1,1
07/04/2020,7,-,-,The Big Show Show,TV Show,Yes,"Apr 6, 2020",1,4
07/04/2020,10,-,-,Legacies,TV Show,,"Apr 5, 2019",1,1
10/04/2020,10,-,-,Community,TV Show,,"Apr 1, 2020",1,1
11/04/2020,6,-,-,Love Wedding Repeat,Movie,Yes,"Apr 10, 2020",1,5
12/04/2020,7,-,-,Code 8,Movie,,"Apr 11, 2020",1,4
13/04/2020,7,-,-,Hop,Movie,,"Jan 16, 2020",1,4
13/04/2020,10,-,-,The Main Event,Movie,Yes,"Apr 10, 2020",1,1
15/04/2020,4,-,-,Chris DâElia: No Pain,Stand-Up Comedy,Yes,"Apr 14, 2020",1,7
16/04/2020,5,-,-,The Innocence Files,TV Show,Yes,"Apr 15, 2020",1,6
16/04/2020,6,-,-,Outer Banks,TV Show,Yes,"Apr 15, 2020",1,5
17/04/2020,1,-,-,Despicable Me,Movie,,"Apr 16, 2020",1,10
18/04/2020,5,-,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",1,6
18/04/2020,6,-,-,#blackAF,TV Show,Yes,"Apr 17, 2020",1,5
19/04/2020,9,-,-,Waco,TV Show,,"Apr 16, 2020",1,2
20/04/2020,10,-,-,The Green Hornet,Movie,,"Apr 18, 2020",1,1
22/04/2020,10,-,-,Cooked with Cannabis,TV Show,Yes,"Apr 20, 2020",1,1
23/04/2020,4,-,-,The Willoughbys,Movie,Yes,"Apr 22, 2020",1,7
23/04/2020,9,-,-,Absurd Planet,TV Show,Yes,"Apr 22, 2020",1,2
25/04/2020,1,-,-,Extraction,Movie,Yes,"Apr 24, 2020",1,10
26/04/2020,10,-,-,Django Unchained,Movie,,"Oct 25, 2014",1,1
27/04/2020,3,-,-,"Coronavirus, Explained",TV Show,Yes,"Apr 26, 2020",1,8
27/04/2020,7,-,-,The Last Kingdom,TV Show,,"Jul 10, 2016",1,4
28/04/2020,6,-,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",1,5
30/04/2020,5,-,-,Murder to Mercy: The Cyntoi…,Movie,Yes,"Apr 29, 2020",1,6
01/05/2020,2,-,-,Dangerous Lies,Movie,Yes,"Apr 30, 2020",1,9
02/05/2020,8,-,-,All Day and a Night,Movie,Yes,"May 1, 2020",1,3
03/05/2020,6,-,-,Hollywood,TV Show,Yes,"May 1, 2020",1,5
03/05/2020,7,-,-,Den of Thieves,Movie,,"May 1, 2020",1,4
03/05/2020,9,-,-,The Half of It,Movie,Yes,"May 1, 2020",1,2
05/05/2020,8,-,-,Arctic Dogs,Movie,,"May 4, 2020",1,3
06/05/2020,6,-,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,"May 5, 2020",1,5
07/05/2020,5,-,-,Becoming,Movie,Yes,"May 6, 2020",1,6
07/05/2020,7,-,-,Workinâ Moms,TV Show,Yes,"Feb 22, 2019",1,4
09/05/2020,1,-,-,Dead to Me,TV Show,Yes,"May 3, 2019",1,10
09/05/2020,6,-,-,Sleepless,Movie,,"May 9, 2020",1,5
11/05/2020,3,-,-,John Henry,Movie,,"May 9, 2020",1,8
12/05/2020,6,-,-,Greyâs Anatomy,TV Show,,"Sep 15, 2014",1,5
13/05/2020,5,-,-,Have a Good Trip: Adventure…,Movie,Yes,"May 11, 2020",1,6
13/05/2020,7,-,-,Trial by Media,TV Show,Yes,"May 11, 2020",1,4
13/05/2020,10,-,-,House at the End of the Street,Movie,,"May 8, 2013",1,1
14/05/2020,2,-,-,The Wrong Missy,Movie,Yes,"May 13, 2020",1,9
15/05/2020,3,-,-,Riverdale,TV Show,,"May 19, 2017",1,8
16/05/2020,5,-,-,White Lines,TV Show,Yes,"May 15, 2020",1,6
17/05/2020,6,-,-,Public Enemies,Movie,,"May 16, 2020",1,5
17/05/2020,8,-,-,Magic for Humans,TV Show,Yes,"Aug 17, 2018",1,3
18/05/2020,7,-,-,Soul Surfer,Movie,,"May 17, 2020",1,4
19/05/2020,1,-,-,Avatar: The Last Airbender,TV Show,,"May 15, 2020",1,10
20/05/2020,5,-,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",1,6
21/05/2020,6,-,-,The Flash,TV Show,,"Oct 6, 2015",1,5
23/05/2020,3,-,-,The Lovebirds,Movie,Yes,"May 22, 2020",1,8
23/05/2020,10,-,-,Just Go With It,Movie,,"May 22, 2020",1,1
25/05/2020,8,-,-,History 101,TV Show,Yes,"May 22, 2020",1,3
26/05/2020,3,-,-,Uncut Gems,Movie,,"May 25, 2020",1,8
28/05/2020,1,-,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,"May 27, 2020",1,10
30/05/2020,1,-,-,Space Force,TV Show,Yes,"May 29, 2020",1,10
02/06/2020,8,-,-,The Healer,Movie,,"Jun 1, 2020",1,3
03/06/2020,3,-,-,Fuller House,TV Show,Yes,"Feb 26, 2016",1,8
03/06/2020,7,-,-,The Help,Movie,,"Jun 1, 2020",1,4
03/06/2020,8,-,-,Clueless,Movie,,"Jan 1, 2014",1,3
05/06/2020,9,-,-,Cloudy with a Chance of Mea…,Movie,,"Dec 2, 2018",1,2
06/06/2020,1,-,-,13 Reasons Why,TV Show,Yes,"Mar 31, 2017",1,10
06/06/2020,5,-,-,The Last Days of American C…,Movie,Yes,"Jun 5, 2020",1,6
07/06/2020,6,-,-,Queer Eye,TV Show,Yes,"Feb 7, 2018",1,5
08/06/2020,4,-,-,365 Days,Movie,Yes,"Jul 7, 2020",1,7
09/06/2020,10,-,-,Queen of the South,TV Show,,"May 9, 2017",1,1
12/06/2020,10,-,-,Hannibal,TV Show,,"Jun 5, 2020",1,1
13/06/2020,3,-,-,Da 5 Bloods,Movie,Yes,"Jun 12, 2020",1,8
13/06/2020,5,-,-,PokÃ©mon Journeys: The Series,TV Show,Yes,"Jun 12, 2020",1,6
13/06/2020,6,-,-,F is for Family,TV Show,Yes,"Dec 18, 2015",1,5
14/06/2020,4,-,-,Alexa & Katie,TV Show,Yes,"Mar 23, 2018",1,7
17/06/2020,9,-,-,How to Get Away with Murder,TV Show,,"Sep 24, 2015",1,2
18/06/2020,3,-,-,Mr. Iglesias,TV Show,Yes,"Jun 21, 2019",1,8
19/06/2020,3,-,-,The Order,TV Show,Yes,"Mar 7, 2019",1,8
19/06/2020,9,-,-,Magnetic,Movie,,"Jun 12, 2020",1,2
20/06/2020,1,-,-,Floor is Lava,TV Show,Yes,"Jun 19, 2020",1,10
20/06/2020,5,-,-,Feel the Beat,Movie,Yes,"Jun 19, 2020",1,6
20/06/2020,8,-,-,Lost Bullet,Movie,Yes,"Jun 19, 2020",1,3
21/06/2020,9,-,-,The Nut Job,Movie,,"Aug 13, 2014",1,2
22/06/2020,8,-,-,Baby Mama,Movie,,"Dec 16, 2018",1,3
24/06/2020,7,-,-,Love,Movie,,"Feb 4, 2016",1,4
26/06/2020,8,-,-,Athlete A,Movie,Yes,"Jun 24, 2020",1,3
27/06/2020,2,-,-,Eurovision Song Contest: Th…,Movie,Yes,"Jun 26, 2020",1,9
27/06/2020,9,-,-,Crazy Delicious,TV Show,Yes,"Jun 24, 2020",1,2
28/06/2020,10,-,-,Home Game,TV Show,Yes,"Jun 26, 2020",1,1
01/07/2020,3,-,-,George Lopez: Weâll Do It f…,Stand-Up Comedy,Yes,"Jun 30, 2020",1,8
01/07/2020,9,-,-,Dark,TV Show,Yes,"Dec 1, 2017",1,2
02/07/2020,1,-,-,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",1,10
02/07/2020,3,-,-,Patriots Day,Movie,,"Jul 1, 2020",1,8
02/07/2020,9,-,-,The Town,Movie,,"Jul 1, 2020",1,2
03/07/2020,4,-,-,Warrior Nun,TV Show,Yes,"Jul 2, 2020",1,7
03/07/2020,6,-,-,A Thousand Words,Movie,,"Jul 1, 2020",1,5
04/07/2020,4,-,-,The Baby-Sitters Club,TV Show,Yes,"Jul 3, 2020",1,7
04/07/2020,7,-,-,Desperados,Movie,Yes,"Jul 3, 2020",1,4
06/07/2020,9,-,-,I Now Pronounce You Chuck a…,Movie,,"Mar 1, 2018",1,2
06/07/2020,10,-,-,Double Jeopardy,Movie,,"Jun 1, 2016",1,1
08/07/2020,9,-,-,Only,Movie,,"Jul 5, 2020",1,2
08/07/2020,10,-,-,Dr. Seussâ The Lorax,Movie,,"Jul 7, 2020",1,1
11/07/2020,1,-,-,The Old Guard,Movie,Yes,"Jul 10, 2020",1,10
11/07/2020,5,-,-,The Epic Tales of Captain U…,TV Show,Yes,"Jul 10, 2020",1,6
11/07/2020,6,-,-,Down to Earth with Zac Efron,TV Show,Yes,"Jul 10, 2020",1,5
15/07/2020,4,-,-,The Business of Drugs,TV Show,Yes,"Jul 14, 2020",1,7
15/07/2020,10,-,-,The Office,TV Show,,"Jan 15, 2007",1,1
16/07/2020,7,-,-,Dark Desire,TV Show,Yes,"Jul 15, 2020",1,4
17/07/2020,1,-,-,Fatal Affair,Movie,Yes,"Jul 16, 2020",1,10
18/07/2020,2,-,-,Cursed,TV Show,Yes,"Jul 17, 2020",1,9
20/07/2020,4,-,-,The Last Dance,TV Show,Yes,"Jul 19, 2020",1,7
20/07/2020,10,-,-,Indian Matchmaking,TV Show,Yes,"Jul 16, 2020",1,1
22/07/2020,10,-,-,In the Dark,TV Show,,"Jul 5, 2019",1,1
23/07/2020,3,-,-,Fear City: New York vs. The…,TV Show,Yes,"Jul 22, 2020",1,8
23/07/2020,7,-,-,Ip Man 4: The Finale,Movie,,"Jul 21, 2020",1,4
25/07/2020,1,-,-,The Kissing Booth 2,Movie,Yes,"Jul 24, 2020",1,10
25/07/2020,7,-,-,Animal Crackers,Movie,Yes,"Jul 24, 2020",1,4
25/07/2020,9,-,-,The Kissing Booth,Movie,Yes,"May 11, 2020",1,2
27/07/2020,5,-,-,Shameless,TV Show,,"Jun 30, 2016",1,6
29/07/2020,7,-,-,Last Chance U,TV Show,Yes,"Jul 29, 2016",1,4
31/07/2020,7,-,-,Transformers: War for Cyber…,TV Show,Yes,"Jul 30, 2020",1,4
31/07/2020,9,-,-,Zookeeper,Movie,,"Jul 26, 2020",1,2
01/08/2020,1,-,-,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",1,10
01/08/2020,10,-,-,Sugar Rush,TV Show,Yes,"Jul 13, 2018",1,1
02/08/2020,10,-,-,Moesha,TV Show,,"Aug 1, 2020",1,1
03/08/2020,3,-,-,Rogue Warfare: The Hunt,Movie,,"Aug 1, 2020",1,8
04/08/2020,7,-,-,Latte & the Magic Waterstone,Movie,Yes,"Jul 31, 2020",1,4
04/08/2020,8,-,-,Immigration Nation,TV Show,Yes,"Aug 3, 2020",1,3
05/08/2020,4,-,-,Malibu Rescue: The Next Wave,Movie,Yes,"Aug 3, 2020",1,7
05/08/2020,7,-,-,Jurassic Park,Movie,,"Aug 1, 2020",1,4
06/08/2020,3,-,-,Worldâs Most Wanted,TV Show,Yes,"Aug 5, 2020",1,8
06/08/2020,8,-,-,Dennis the Menace,Movie,,"Aug 1, 2020",1,3
07/08/2020,3,-,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",1,8
08/08/2020,4,-,-,Work It,Movie,Yes,"Aug 7, 2020",1,7
08/08/2020,6,-,-,Wizards: Tales of Arcadia,TV Show,Yes,"Aug 7, 2020",1,5
08/08/2020,7,-,-,Selling Sunset,TV Show,Yes,"Mar 22, 2019",1,4
11/08/2020,2,-,-,The Lost Husband,Movie,,"Aug 10, 2020",1,9
11/08/2020,10,-,-,Game On: A Comedy Crossover…,TV Show,Yes,"Aug 10, 2020",1,1
13/08/2020,10,-,-,Mr. Peabody & Sherman,Movie,,"Aug 11, 2020",1,1
14/08/2020,7,-,-,(Un)Well,TV Show,Yes,"Aug 12, 2020",1,4
15/08/2020,1,-,-,Project Power,Movie,Yes,"Aug 14, 2020",1,10
15/08/2020,5,-,-,The Legend of Korra,TV Show,,"Aug 14, 2020",1,6
15/08/2020,9,-,-,Teenage Bounty Hunters,TV Show,Yes,"Aug 14, 2020",1,2
18/08/2020,10,-,-,Glow Up,TV Show,Yes,"Dec 6, 2019",1,1
19/08/2020,9,-,-,The Game,TV Show,,"Sep 15, 2014",1,2
20/08/2020,6,-,-,High Score,TV Show,Yes,"Aug 19, 2020",1,5
20/08/2020,10,-,-,Drunk Parents,Movie,,"Aug 17, 2020",1,1
22/08/2020,1,-,-,Lucifer,TV Show,,"Dec 15, 2018",1,10
22/08/2020,7,-,-,The Sleepover,Movie,Yes,"Aug 21, 2020",1,4
22/08/2020,10,-,-,Rust Valley Restorers,TV Show,Yes,"Aug 23, 2019",1,1
23/08/2020,9,-,-,Hoops,TV Show,Yes,"Aug 21, 2020",1,2
25/08/2020,8,-,-,1BR,Movie,,"Aug 23, 2020",1,3
26/08/2020,9,-,-,Trinkets,TV Show,Yes,"Jun 14, 2019",1,2
27/08/2020,5,-,-,Million Dollar Beach House,TV Show,Yes,"Aug 26, 2020",1,6
28/08/2020,4,-,-,Bunkâd,TV Show,,"Jun 19, 2016",1,7
28/08/2020,9,-,-,Cocomelon,TV Show,,"Jun 1, 2020",1,2
29/08/2020,1,-,-,Cobra Kai,TV Show,,"Aug 28, 2020",1,10
29/08/2020,4,-,-,I Am a Killer Released,TV Show,Yes,"Aug 28, 2020",1,7
30/08/2020,5,-,-,The Frozen Ground,Movie,,"Aug 27, 2020",1,6
01/09/2020,9,-,-,Quantum of Solace,Movie,,"Aug 31, 2020",1,2
02/09/2020,2,-,-,The Smurfs,Movie,,"Sep 1, 2020",1,9
02/09/2020,3,-,-,"Sister, Sister",TV Show,,"Sep 1, 2020",1,8
02/09/2020,10,-,-,Due Date,Movie,,"Sep 1, 2020",1,1
03/09/2020,7,-,-,The Boss Baby: Get That Baby,Movie,Yes,"Sep 1, 2020",1,4
03/09/2020,9,-,-,Chefâs Table: BBQ,TV Show,Yes,"Sep 2, 2020",1,2
04/09/2020,3,-,-,"Love, Guaranteed",Movie,Yes,"Sep 3, 2020",1,8
05/09/2020,4,-,-,Away,TV Show,Yes,"Sep 4, 2020",1,7
07/09/2020,9,-,-,Anaconda,Movie,,"Sep 1, 2020",1,2
07/09/2020,10,-,-,Puss in Boots,Movie,,"Sep 1, 2020",1,1
09/09/2020,4,-,-,#Alive,Movie,Yes,"Sep 8, 2020",1,7
10/09/2020,4,-,-,Get Organized with The Home…,TV Show,Yes,"Sep 9, 2020",1,7
11/09/2020,2,-,-,The Babysitter: Killer Queen,Movie,Yes,"Sep 10, 2020",1,9
11/09/2020,9,-,-,The Social Dilemma,Movie,Yes,"Sep 9, 2020",1,2
12/09/2020,4,-,-,Pets United,Movie,Yes,"Sep 11, 2020",1,7
12/09/2020,7,-,-,Girlfriends,TV Show,,"Sep 11, 2020",1,4
12/09/2020,8,-,-,Cuties,Movie,Yes,"Sep 9, 2020",1,3
12/09/2020,10,-,-,Julie and the Phantoms,TV Show,Yes,"Sep 10, 2020",1,1
16/09/2020,8,-,-,Ancient Aliens,TV Show,,"Sep 17, 2019",1,3
16/09/2020,10,-,-,How to Train Your Dragon 2,Movie,,"Sep 11, 2020",1,1
17/09/2020,1,-,-,The Devil All the Time,Movie,Yes,"Sep 16, 2020",1,10
17/09/2020,6,-,-,The Smurfs 2,Movie,,"Sep 15, 2020",1,5
17/09/2020,7,-,-,Challenger: The Final Flight,TV Show,Yes,"Sep 16, 2020",1,4
17/09/2020,9,-,-,The Paramedic,Movie,Yes,"Sep 16, 2020",1,2
18/09/2020,10,-,-,The Take,Movie,,"Sep 16, 2020",1,1
19/09/2020,1,-,-,Ratched,TV Show,Yes,"Sep 18, 2020",1,10
19/09/2020,2,-,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",1,9
21/09/2020,10,-,-,The Blacklist,TV Show,,"Sep 15, 2014",1,1
22/09/2020,10,-,-,The American Barbecue Showdown,TV Show,Yes,"Sep 18, 2020",1,1
24/09/2020,2,-,-,Enola Holmes,Movie,Yes,"Sep 23, 2020",1,9
25/09/2020,3,-,-,Real Steel,Movie,,"Sep 24, 2020",1,8
26/09/2020,7,-,-,The Great British Baking Show,TV Show,,"Oct 3, 2015",1,4
27/09/2020,7,-,-,The Good Place,TV Show,,"Aug 21, 2017",1,4
27/09/2020,10,-,-,Sneakerheads,TV Show,Yes,"Sep 25, 2020",1,1
28/09/2020,6,-,-,Bad Teacher,Movie,,"Sep 27, 2020",1,5
01/10/2020,1,-,-,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",1,10
01/10/2020,7,-,-,Welcome to Sudden Death,Movie,,"Sep 29, 2020",1,4
01/10/2020,10,-,-,Wentworth,TV Show,Yes,"Nov 8, 2014",1,1
02/10/2020,3,-,-,The Outpost,Movie,,"Oct 1, 2020",1,8
02/10/2020,9,-,-,Yogi Bear,Movie,,"Oct 1, 2020",1,2
03/10/2020,4,-,-,Emily in Paris,TV Show,Yes,"Oct 2, 2020",1,7
04/10/2020,5,-,-,Schittâs Creek,TV Show,,"Jan 24, 2017",1,6
05/10/2020,5,-,-,Evil,TV Show,,"Oct 1, 2020",1,6
06/10/2020,6,-,-,Big Daddy,Movie,,"Oct 1, 2020",1,5
06/10/2020,8,-,-,Colombiana,Movie,,"Oct 4, 2020",1,3
07/10/2020,6,-,-,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",1,5
08/10/2020,1,-,-,Hubie Halloween,Movie,Yes,"Oct 7, 2020",1,10
09/10/2020,6,-,-,The 100,TV Show,,"Oct 22, 2014",1,5
10/10/2020,2,-,-,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",1,9
15/10/2020,6,-,-,The Cabin with Bert Kreischer,TV Show,Yes,"Oct 13, 2020",1,5
15/10/2020,8,-,-,Moneyball,Movie,,"Oct 14, 2020",1,3
16/10/2020,9,-,-,One on One,TV Show,,"Oct 15, 2020",1,2
17/10/2020,4,-,-,The Trial of the Chicago 7,Movie,Yes,"Oct 16, 2020",1,7
17/10/2020,6,-,-,A Babysitterâs Guide to Mon…,Movie,Yes,"Oct 15, 2020",1,5
19/10/2020,9,-,-,Dream Home Makeover,TV Show,Yes,"Oct 16, 2020",1,2
21/10/2020,9,-,-,Tremors: Shrieker Island,Movie,,"Oct 20, 2020",1,2
21/10/2020,10,-,-,Grand Army,TV Show,Yes,"Oct 16, 2020",1,1
22/10/2020,3,-,-,Rebecca,Movie,Yes,"Oct 21, 2020",1,8
22/10/2020,4,-,-,My Next Guest Needs No Intr…,TV Show,Yes,"Jan 12, 2018",1,7
23/10/2020,6,-,-,"Yes, God, Yes",Movie,,"Oct 22, 2020",1,5
24/10/2020,3,-,-,Over the Moon,Movie,Yes,"Oct 23, 2020",1,8
24/10/2020,6,-,-,Barbarians,TV Show,Yes,"Oct 23, 2020",1,5
24/10/2020,10,-,-,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",1,1
28/10/2020,4,-,-,Blood of Zeus,TV Show,Yes,"Oct 27, 2020",1,7
